region_id,year,support_category,budget_group,committed_supports,payments
R009,2024,Finding & Keeping a Job,Capacity Building,42593314.57,35324209.4
R009,2024,Improved Health & Wellbeing,Capacity Building,64808216.77,61400247.86
R009,2024,Assistive Technology,Capital,27154377.42,22319111.11
R009,2024,Home Modifications,Capital,6638209.73,5350393.33
R010,2020,Assistance with Daily Life,Core,197311887.27,178605822.81
R010,2020,Social & Community Participation,Core,228703202.95,205922157.78
R010,2020,Consumables,Core,53498656.21,45608923.46
R010,2020,Transport,Core,196051113.07,169136598.94
R010,2020,Support Coordination,Capacity Building,203141422.84,162114698.39
R010,2020,Improved Daily Living,Capacity Building,152146963.94,132528763.6
R010,2020,Finding & Keeping a Job,Capacity Building,235670068.48,177339695.38
R010,2020,Improved Health & Wellbeing,Capacity Building,428959203.02,376741450.44
R010,2020,Assistive Technology,Capital,141921515.29,106301800.76
R010,2020,Home Modifications,Capital,39872477.19,27253383.34
R010,2021,Assistance with Daily Life,Core,241398061.94,219562004.58
R010,2021,Social & Community Participation,Core,250909888.01,231225170.18
R010,2021,Consumables,Core,56938931.67,53308715.69
R010,2021,Transport,Core,192592033.79,164441910.75
R010,2021,Support Coordination,Capacity Building,272670219.0,220335008.65
R010,2021,Improved Daily Living,Capacity Building,161071202.72,142176485.81
R010,2021,Finding & Keeping a Job,Capacity Building,249213338.48,189858922.86
R010,2021,Improved Health & Wellbeing,Capacity Building,422816910.79,361283634.82
R010,2021,Assistive Technology,Capital,184664336.07,141311527.62
R010,2021,Home Modifications,Capital,36797796.78,26642853.0
R010,2022,Assistance with Daily Life,Core,259670873.93,243501963.46
R010,2022,Social & Community Participation,Core,280066749.62,260643472.76
R010,2022,Consumables,Core,52708089.98,45379658.03
R010,2022,Transport,Core,199252762.27,172622209.62
R010,2022,Support Coordination,Capacity Building,218520620.9,184873205.7
R010,2022,Improved Daily Living,Capacity Building,211886561.38,187250128.23
R010,2022,Finding & Keeping a Job,Capacity Building,352268377.76,279869216.73
R010,2022,Improved Health & Wellbeing,Capacity Building,534084987.25,471167287.12
R010,2022,Assistive Technology,Capital,194496140.52,160308867.13
R010,2022,Home Modifications,Capital,40118565.64,28882358.73
R010,2023,Assistance with Daily Life,Core,273453080.34,256106006.03
R010,2023,Social & Community Participation,Core,298042304.55,284776571.42
R010,2023,Consumables,Core,66630007.06,60472442.36
R010,2023,Transport,Core,231827585.14,218691783.17
R010,2023,Support Coordination,Capacity Building,315712795.37,256842289.21
R010,2023,Improved Daily Living,Capacity Building,219079725.73,193468360.51
R010,2023,Finding & Keeping a Job,Capacity Building,394427886.73,314368168.47
R010,2023,Improved Health & Wellbeing,Capacity Building,472832252.73,452037365.98
R010,2023,Assistive Technology,Capital,236171387.87,198387749.18
R010,2023,Home Modifications,Capital,53530654.49,40409501.94
R010,2024,Assistance with Daily Life,Core,283771029.58,257911605.6
R010,2024,Social & Community Participation,Core,407620818.46,362034077.61
R010,2024,Consumables,Core,60991178.61,54911673.78
R010,2024,Transport,Core,259070833.43,237835992.51
R010,2024,Support Coordination,Capacity Building,315581353.79,269523622.63
R010,2024,Improved Daily Living,Capacity Building,268208255.14,242285397.29
R010,2024,Finding & Keeping a Job,Capacity Building,422782088.09,328432027.51
R010,2024,Improved Health & Wellbeing,Capacity Building,647803952.61,608839920.31
R010,2024,Assistive Technology,Capital,258828847.65,204058932.25
R010,2024,Home Modifications,Capital,47277242.56,33824090.0
R011,2020,Assistance with Daily Life,Core,38473351.03,29989933.0
R011,2020,Social & Community Participation,Core,32641307.61,25854890.7
R011,2020,Consumables,Core,6351485.02,5038969.0
R011,2020,Transport,Core,21110751.47,16455868.87
R011,2020,Support Coordination,Capacity Building,30465724.03,21625094.78
R011,2020,Improved Daily Living,Capacity Building,24356194.52,18263767.96
R011,2020,Finding & Keeping a Job,Capacity Building,37134051.77,24917314.7
R011,2020,Improved Health & Wellbeing,Capacity Building,64838503.6,50178993.39
R011,2020,Assistive Technology,Capital,26076230.35,18301376.8
R011,2020,Home Modifications,Capital,5734975.99,3752068.88
R011,2021,Assistance with Daily Life,Core,41071771.31,32847331.58
R011,2021,Social & Community Participation,Core,38503948.43,30743082.19
R011,2021,Consumables,Core,8464220.5,6960987.68
R011,2021,Transport,Core,24194854.95,20667956.64
R011,2021,Support Coordination,Capacity Building,28654671.3,20069318.81
R011,2021,Improved Daily Living,Capacity Building,27345399.2,22008653.01
R011,2021,Finding & Keeping a Job,Capacity Building,47190891.3,31618167.36
R011,2021,Improved Health & Wellbeing,Capacity Building,70578089.81,58266444.05
R011,2021,Assistive Technology,Capital,22011718.0,15153549.24
R011,2021,Home Modifications,Capital,4893444.36,3079674.34
R011,2022,Assistance with Daily Life,Core,47181081.85,38525644.9
R011,2022,Social & Community Participation,Core,51475076.54,42072129.5
R011,2022,Consumables,Core,9122992.45,7436932.4
R011,2022,Transport,Core,25397060.77,19458452.67
R011,2022,Support Coordination,Capacity Building,36646843.14,26590061.77
R011,2022,Improved Daily Living,Capacity Building,24609613.89,19030209.94
R011,2022,Finding & Keeping a Job,Capacity Building,47804549.3,33420774.84
R011,2022,Improved Health & Wellbeing,Capacity Building,66667273.45,53612974.56
R011,2022,Assistive Technology,Capital,26782467.82,18824754.44
R011,2022,Home Modifications,Capital,7520443.8,4978716.02
R011,2023,Assistance with Daily Life,Core,49098805.9,39815973.04
R011,2023,Social & Community Participation,Core,57401932.84,47000001.43
R011,2023,Consumables,Core,9658068.52,7656469.28
R011,2023,Transport,Core,44628536.71,37052254.04
R011,2023,Support Coordination,Capacity Building,38727277.2,28289176.24
R011,2023,Improved Daily Living,Capacity Building,31118632.9,24735515.56
R011,2023,Finding & Keeping a Job,Capacity Building,60555772.18,43450770.21
R011,2023,Improved Health & Wellbeing,Capacity Building,82870139.87,69326483.32
R011,2023,Assistive Technology,Capital,34229571.55,25588630.07
R011,2023,Home Modifications,Capital,6900366.28,4541781.88
R011,2024,Assistance with Daily Life,Core,52945843.01,42780167.55
R011,2024,Social & Community Participation,Core,55920085.41,45758206.22
R011,2024,Consumables,Core,11087616.5,9163058.25
R011,2024,Transport,Core,43817821.36,35703867.79
R011,2024,Support Coordination,Capacity Building,54322144.58,40095149.97
R011,2024,Improved Daily Living,Capacity Building,34014847.14,27486666.4
R011,2024,Finding & Keeping a Job,Capacity Building,68866709.83,49146878.41
R011,2024,Improved Health & Wellbeing,Capacity Building,104160070.99,87432281.25
R011,2024,Assistive Technology,Capital,42286561.73,30834367.04
R011,2024,Home Modifications,Capital,9377945.05,6172353.07
R012,2020,Assistance with Daily Life,Core,31350435.85,21767975.37
R012,2020,Social & Community Participation,Core,30413871.92,22318175.8
R012,2020,Consumables,Core,6750611.07,4757374.12
R012,2020,Transport,Core,28717435.88,19845209.72
R012,2020,Support Coordination,Capacity Building,30051764.81,18669978.43
R012,2020,Improved Daily Living,Capacity Building,21227521.28,14622830.2
R012,2020,Finding & Keeping a Job,Capacity Building,30595103.18,18162572.35
R012,2020,Improved Health & Wellbeing,Capacity Building,43080921.81,29636552.55
R012,2020,Assistive Technology,Capital,17877706.6,11201354.69
R012,2020,Home Modifications,Capital,3959117.84,2294507.04
R012,2021,Assistance with Daily Life,Core,31101025.62,21306897.33
R012,2021,Social & Community Participation,Core,35204738.86,26402546.86
R012,2021,Consumables,Core,7897672.67,5860155.12
R012,2021,Transport,Core,23111015.15,16755262.61
R012,2021,Support Coordination,Capacity Building,26888138.64,16806843.33
R012,2021,Improved Daily Living,Capacity Building,19472997.48,13359341.29
R012,2021,Finding & Keeping a Job,Capacity Building,35065688.72,21349045.72
R012,2021,Improved Health & Wellbeing,Capacity Building,60107054.19,42711945.8
R012,2021,Assistive Technology,Capital,21058177.23,12926065.92
R012,2021,Home Modifications,Capital,3883806.7,2315365.87
R012,2022,Assistance with Daily Life,Core,33338365.5,24736133.12
R012,2022,Social & Community Participation,Core,42682686.5,31156256.65
R012,2022,Consumables,Core,8713195.75,6123587.52
R012,2022,Transport,Core,31447761.99,22435068.51
R012,2022,Support Coordination,Capacity Building,32645639.3,21869620.25
R012,2022,Improved Daily Living,Capacity Building,21482545.93,16140053.37
R012,2022,Finding & Keeping a Job,Capacity Building,39883806.69,25078810.82
R012,2022,Improved Health & Wellbeing,Capacity Building,63576756.48,47868022.57
R012,2022,Assistive Technology,Capital,26483200.93,17112343.12
R012,2022,Home Modifications,Capital,5358377.25,3257462.66
R012,2023,Assistance with Daily Life,Core,38966886.65,27629674.28
R012,2023,Social & Community Participation,Core,47990871.93,35819579.7
R012,2023,Consumables,Core,11134038.83,8598309.23
R012,2023,Transport,Core,33088824.59,25037219.64
R012,2023,Support Coordination,Capacity Building,45787698.94,30119411.17
R012,2023,Improved Daily Living,Capacity Building,23209268.36,16647066.88
R012,2023,Finding & Keeping a Job,Capacity Building,44657502.18,27696211.9
R012,2023,Improved Health & Wellbeing,Capacity Building,75709461.66,56328157.29
R012,2023,Assistive Technology,Capital,27818638.69,18357149.22
R012,2023,Home Modifications,Capital,7412597.95,4559476.22
R012,2024,Assistance with Daily Life,Core,40360522.04,32018365.68
R012,2024,Social & Community Participation,Core,56993030.94,42631160.61
R012,2024,Consumables,Core,10551203.34,8356919.59
R012,2024,Transport,Core,37793072.76,27903786.26
R012,2024,Support Coordination,Capacity Building,43413795.06,29994004.26
R012,2024,Improved Daily Living,Capacity Building,28751239.87,21768168.23
R012,2024,Finding & Keeping a Job,Capacity Building,51668881.46,34294040.08
R012,2024,Improved Health & Wellbeing,Capacity Building,78417472.93,57868516.94
R012,2024,Assistive Technology,Capital,30018862.75,19351287.8
R012,2024,Home Modifications,Capital,7469550.9,4382688.68
R013,2020,Assistance with Daily Life,Core,44627106.95,35248801.89
R013,2020,Social & Community Participation,Core,38467216.97,30094694.53
R013,2020,Consumables,Core,9616856.45,7783536.43
R013,2020,Transport,Core,34530255.49,26870888.34
R013,2020,Support Coordination,Capacity Building,40514195.54,29881366.88
R013,2020,Improved Daily Living,Capacity Building,27866663.54,22749047.71
R013,2020,Finding & Keeping a Job,Capacity Building,51477848.68,34926072.11
R013,2020,Improved Health & Wellbeing,Capacity Building,67611567.33,56168783.96
R013,2020,Assistive Technology,Capital,31567765.95,21513969.33
R013,2020,Home Modifications,Capital,7041240.08,4453356.18
R013,2021,Assistance with Daily Life,Core,40978456.33,31775142.34
R013,2021,Social & Community Participation,Core,43289622.7,34862209.73
R013,2021,Consumables,Core,9551025.72,7147530.43
R013,2021,Transport,Core,40762602.52,31938309.33
R013,2021,Support Coordination,Capacity Building,35648441.15,25671794.89
R013,2021,Improved Daily Living,Capacity Building,36030608.26,27872228.57
R013,2021,Finding & Keeping a Job,Capacity Building,45117791.25,31223561.86
R013,2021,Improved Health & Wellbeing,Capacity Building,82327785.09,62038509.71
R013,2021,Assistive Technology,Capital,33440518.78,22642183.11
R013,2021,Home Modifications,Capital,8525414.13,5145406.31
R013,2022,Assistance with Daily Life,Core,56834186.41,48589299.18
R013,2022,Social & Community Participation,Core,69312983.87,58440973.72
R013,2022,Consumables,Core,10492188.71,8483217.34
R013,2022,Transport,Core,48167486.84,41338582.77
R013,2022,Support Coordination,Capacity Building,44141240.79,32991714.72
R013,2022,Improved Daily Living,Capacity Building,42153688.4,34622423.72
R013,2022,Finding & Keeping a Job,Capacity Building,57958743.85,40297831.39
R013,2022,Improved Health & Wellbeing,Capacity Building,79293359.43,67279890.68
R013,2022,Assistive Technology,Capital,34291509.16,23932980.38
R013,2022,Home Modifications,Capital,7610751.0,5185490.68
R013,2023,Assistance with Daily Life,Core,62242993.16,48527850.93
R013,2023,Social & Community Participation,Core,62696097.26,51211270.58
R013,2023,Consumables,Core,13639004.89,11017088.97
R013,2023,Transport,Core,47111403.62,36279694.67
R013,2023,Support Coordination,Capacity Building,65004821.77,46262850.2
R013,2023,Improved Daily Living,Capacity Building,46010028.16,36793243.02
R013,2023,Finding & Keeping a Job,Capacity Building,58200088.55,38598040.33
R013,2023,Improved Health & Wellbeing,Capacity Building,89165907.5,75750953.02
R013,2023,Assistive Technology,Capital,47444254.25,34547641.16
R013,2023,Home Modifications,Capital,7679275.51,5214186.01
R013,2024,Assistance with Daily Life,Core,69525384.05,58374794.46
R013,2024,Social & Community Participation,Core,75284205.48,61381957.62
R013,2024,Consumables,Core,13960635.44,11213123.19
R013,2024,Transport,Core,53191127.99,45097848.85
R013,2024,Support Coordination,Capacity Building,47631404.03,34579591.54
R013,2024,Improved Daily Living,Capacity Building,42921750.53,36523351.05
R013,2024,Finding & Keeping a Job,Capacity Building,71176229.95,51802900.61
R013,2024,Improved Health & Wellbeing,Capacity Building,98574957.53,85887466.62
R013,2024,Assistive Technology,Capital,42715987.23,32942921.88
R013,2024,Home Modifications,Capital,10503767.49,7322519.77
R014,2020,Assistance with Daily Life,Core,61077446.7,53413076.68
R014,2020,Social & Community Participation,Core,80987555.93,70537151.37
R014,2020,Consumables,Core,17982354.62,15622824.68
R014,2020,Transport,Core,54903447.63,48233814.12
R014,2020,Support Coordination,Capacity Building,65334115.01,54446512.4
R014,2020,Improved Daily Living,Capacity Building,42497353.64,37033752.84
R014,2020,Finding & Keeping a Job,Capacity Building,82882675.48,64276988.92
R014,2020,Improved Health & Wellbeing,Capacity Building,102260464.22,90147502.82
R014,2020,Assistive Technology,Capital,47966416.84,37115080.32
R014,2020,Home Modifications,Capital,9459712.41,6962646.63
R014,2021,Assistance with Daily Life,Core,63712160.29,59295587.82
R014,2021,Social & Community Participation,Core,73532439.23,65564839.96
R014,2021,Consumables,Core,19029325.33,17722739.33
R014,2021,Transport,Core,70599790.78,65427311.08
R014,2021,Support Coordination,Capacity Building,80019182.07,63384894.48
R014,2021,Improved Daily Living,Capacity Building,45771162.11,39419597.89
R014,2021,Finding & Keeping a Job,Capacity Building,100762363.0,74810170.54
R014,2021,Improved Health & Wellbeing,Capacity Building,113292242.05,100374461.81
R014,2021,Assistive Technology,Capital,57273265.88,43189422.58
R014,2021,Home Modifications,Capital,12650236.87,9252863.42
R014,2022,Assistance with Daily Life,Core,74877170.57,69251234.38
R014,2022,Social & Community Participation,Core,110062521.96,99482354.24
R014,2022,Consumables,Core,22308551.63,20758116.73
R014,2022,Transport,Core,61394388.12,53458228.61
R014,2022,Support Coordination,Capacity Building,72018794.59,56704178.42
R014,2022,Improved Daily Living,Capacity Building,61087341.87,53222952.35
R014,2022,Finding & Keeping a Job,Capacity Building,87259784.92,66374765.66
R014,2022,Improved Health & Wellbeing,Capacity Building,162643945.13,147977815.62
R014,2022,Assistive Technology,Capital,71307442.08,54181817.84
R014,2022,Home Modifications,Capital,16573550.22,11554759.57
R014,2023,Assistance with Daily Life,Core,98891915.92,88291196.43
R014,2023,Social & Community Participation,Core,99569641.72,87644613.3
R014,2023,Consumables,Core,25949154.59,23292938.39
R014,2023,Transport,Core,86736017.98,74907245.38
R014,2023,Support Coordination,Capacity Building,107193112.93,81976099.49
R014,2023,Improved Daily Living,Capacity Building,69039482.72,62889890.89
R014,2023,Finding & Keeping a Job,Capacity Building,96129936.71,75109131.42
R014,2023,Improved Health & Wellbeing,Capacity Building,167044966.83,141375176.51
R014,2023,Assistive Technology,Capital,63339665.78,49805065.37
R014,2023,Home Modifications,Capital,14241660.78,10630913.77
R014,2024,Assistance with Daily Life,Core,113397966.71,104382350.22
R014,2024,Social & Community Participation,Core,120203783.24,103228272.25
R014,2024,Consumables,Core,26631684.05,22908956.17
R014,2024,Transport,Core,73861327.96,63714893.44
R014,2024,Support Coordination,Capacity Building,120394263.44,99527694.64
R014,2024,Improved Daily Living,Capacity Building,62322321.28,54851415.62
R014,2024,Finding & Keeping a Job,Capacity Building,152635541.89,116853345.17
R014,2024,Improved Health & Wellbeing,Capacity Building,204080004.54,178612695.17
R014,2024,Assistive Technology,Capital,80112734.67,63577592.84
R014,2024,Home Modifications,Capital,16404284.52,11450733.01
R015,2020,Assistance with Daily Life,Core,135678807.64,118078042.3
R015,2020,Social & Community Participation,Core,125417869.57,115867808.4
R015,2020,Consumables,Core,22580378.71,19471788.83
R015,2020,Transport,Core,106655412.6,95776155.21
R015,2020,Support Coordination,Capacity Building,115873650.46,96008166.76
R015,2020,Improved Daily Living,Capacity Building,68280059.67,57311910.15
R015,2020,Finding & Keeping a Job,Capacity Building,130925848.32,94086635.23
R015,2020,Improved Health & Wellbeing,Capacity Building,219762000.6,190546208.87
R015,2020,Assistive Technology,Capital,88706464.35,71253684.25
R015,2020,Home Modifications,Capital,15551204.44,11203696.97
R015,2021,Assistance with Daily Life,Core,148650489.25,137969925.89
R015,2021,Social & Community Participation,Core,140997801.46,130155640.57
R015,2021,Consumables,Core,33160263.05,29470467.28
R015,2021,Transport,Core,119156593.6,112723588.91
R015,2021,Support Coordination,Capacity Building,147425983.67,117824004.0
R015,2021,Improved Daily Living,Capacity Building,98852688.02,91964836.73
R015,2021,Finding & Keeping a Job,Capacity Building,130136706.46,95782278.58
R015,2021,Improved Health & Wellbeing,Capacity Building,258423329.27,229894989.34
R015,2021,Assistive Technology,Capital,77106311.21,63544711.54
R015,2021,Home Modifications,Capital,22513372.19,16063166.72
R015,2022,Assistance with Daily Life,Core,161369302.51,148372159.31
R015,2022,Social & Community Participation,Core,201615357.93,180023610.77
R015,2022,Consumables,Core,30552515.03,28063919.43
R015,2022,Transport,Core,124866847.91,115728030.14
R015,2022,Support Coordination,Capacity Building,145686121.31,121253128.38
R015,2022,Improved Daily Living,Capacity Building,120734545.79,103779715.52
R015,2022,Finding & Keeping a Job,Capacity Building,156544616.48,118653776.69
R015,2022,Improved Health & Wellbeing,Capacity Building,293946206.33,266845888.54
R015,2022,Assistive Technology,Capital,85773087.94,69352344.04
R015,2022,Home Modifications,Capital,19975547.48,13464575.47
R015,2023,Assistance with Daily Life,Core,152686257.27,146349775.07
R015,2023,Social & Community Participation,Core,204301280.21,195873304.87
R015,2023,Consumables,Core,39855843.62,35837840.37
R015,2023,Transport,Core,127807450.43,116592853.04
R015,2023,Support Coordination,Capacity Building,159550279.82,130968685.11
R015,2023,Improved Daily Living,Capacity Building,118659953.41,106771273.34
R015,2023,Finding & Keeping a Job,Capacity Building,216749835.72,173844873.11
R015,2023,Improved Health & Wellbeing,Capacity Building,325141155.94,294033856.16
R015,2023,Assistive Technology,Capital,111643511.48,94175618.39
R015,2023,Home Modifications,Capital,30913354.83,21641691.38
R015,2024,Assistance with Daily Life,Core,212989199.6,205520330.75
R015,2024,Social & Community Participation,Core,239711662.59,226024974.12
R015,2024,Consumables,Core,53913884.96,48028889.16
R015,2024,Transport,Core,166209790.62,150806213.59
R015,2024,Support Coordination,Capacity Building,182854908.76,152891317.11
R015,2024,Improved Daily Living,Capacity Building,144358162.32,131848974.87
R015,2024,Finding & Keeping a Job,Capacity Building,255649979.67,195280916.54
R015,2024,Improved Health & Wellbeing,Capacity Building,325648974.84,307673860.91
R015,2024,Assistive Technology,Capital,144433720.67,117317587.02
R015,2024,Home Modifications,Capital,37046526.06,26659490.35
R016,2020,Assistance with Daily Life,Core,48055240.34,42308982.16
R016,2020,Social & Community Participation,Core,45801364.54,41320277.75
R016,2020,Consumables,Core,10575201.82,8862123.22
R016,2020,Transport,Core,36219328.12,32209660.93
R016,2020,Support Coordination,Capacity Building,33334018.7,26093166.17
R016,2020,Improved Daily Living,Capacity Building,34699747.7,29622860.71
R016,2020,Finding & Keeping a Job,Capacity Building,41429023.9,31321428.93
R016,2020,Improved Health & Wellbeing,Capacity Building,72520761.67,64859960.83
R016,2020,Assistive Technology,Capital,27371751.02,20483317.16
R016,2020,Home Modifications,Capital,8063062.07,5559694.64
R016,2021,Assistance with Daily Life,Core,50655067.72,44620429.01
R016,2021,Social & Community Participation,Core,50288873.93,45112210.25
R016,2021,Consumables,Core,9173790.87,7869636.0
R016,2021,Transport,Core,32936080.85,28530279.16
R016,2021,Support Coordination,Capacity Building,45951044.36,37393062.35
R016,2021,Improved Daily Living,Capacity Building,24476048.09,22068806.32
R016,2021,Finding & Keeping a Job,Capacity Building,55585345.27,41701195.01
R016,2021,Improved Health & Wellbeing,Capacity Building,69679653.78,59507461.3
R016,2021,Assistive Technology,Capital,31686120.57,23810615.59
R016,2021,Home Modifications,Capital,5879518.94,4056865.85
R016,2022,Assistance with Daily Life,Core,46593036.56,41921416.0
R016,2022,Social & Community Participation,Core,60070875.22,57260093.66
R016,2022,Consumables,Core,11629173.29,10304768.64
R016,2022,Transport,Core,35217359.39,31658892.02
R016,2022,Support Coordination,Capacity Building,57460587.63,47791885.28
R016,2022,Improved Daily Living,Capacity Building,33518854.36,30118554.23
R016,2022,Finding & Keeping a Job,Capacity Building,66497290.71,52702285.37
R016,2022,Improved Health & Wellbeing,Capacity Building,72840643.94,66592655.14
R016,2022,Assistive Technology,Capital,33772496.52,27402906.39
R016,2022,Home Modifications,Capital,6631584.41,4885717.75
R016,2023,Assistance with Daily Life,Core,48584697.74,45822864.1
R016,2023,Social & Community Participation,Core,64478869.07,56736347.98
R016,2023,Consumables,Core,14510362.63,12980565.59
R016,2023,Transport,Core,44642271.06,41804630.76
R016,2023,Support Coordination,Capacity Building,66104245.09,56218246.14
R016,2023,Improved Daily Living,Capacity Building,33082512.56,30300684.25
R016,2023,Finding & Keeping a Job,Capacity Building,61192128.43,46247776.49
R016,2023,Improved Health & Wellbeing,Capacity Building,96601026.48,83045321.51
R016,2023,Assistive Technology,Capital,46518347.07,35322559.99
R016,2023,Home Modifications,Capital,7408828.2,5330303.94
R016,2024,Assistance with Daily Life,Core,55594010.07,48919578.1
R016,2024,Social & Community Participation,Core,68081303.69,63404488.61
R016,2024,Consumables,Core,13120763.05,11831098.11
R016,2024,Transport,Core,51191610.07,48055613.36
R016,2024,Support Coordination,Capacity Building,53641542.76,43581709.85
R016,2024,Improved Daily Living,Capacity Building,39048009.51,34290456.4
R016,2024,Finding & Keeping a Job,Capacity Building,85037158.78,68387922.79
R016,2024,Improved Health & Wellbeing,Capacity Building,130359508.71,116729491.61
R016,2024,Assistive Technology,Capital,38910447.53,30194610.82
R016,2024,Home Modifications,Capital,9236673.53,6493329.2
R017,2020,Assistance with Daily Life,Core,9066900.92,6796721.46
R017,2020,Social & Community Participation,Core,12816296.22,9797892.6
R017,2020,Consumables,Core,2673691.18,2047707.41
R017,2020,Transport,Core,8585991.24,6360456.72
R017,2020,Support Coordination,Capacity Building,9481414.47,6696317.75
R017,2020,Improved Daily Living,Capacity Building,7602300.08,5849173.71
R017,2020,Finding & Keeping a Job,Capacity Building,9704776.76,6220364.58
R017,2020,Improved Health & Wellbeing,Capacity Building,17689619.45,13625579.32
R017,2020,Assistive Technology,Capital,8103117.59,5456816.47
R017,2020,Home Modifications,Capital,1466325.13,875304.33
R017,2021,Assistance with Daily Life,Core,12297430.47,9849658.21
R017,2021,Social & Community Participation,Core,11618845.63,8879443.51
R017,2021,Consumables,Core,2391721.46,1902832.1
R017,2021,Transport,Core,8371874.82,6791434.7
R017,2021,Support Coordination,Capacity Building,11903406.35,8599833.65
R017,2021,Improved Daily Living,Capacity Building,7983615.45,6338891.59
R017,2021,Finding & Keeping a Job,Capacity Building,13043256.23,8857671.91
R017,2021,Improved Health & Wellbeing,Capacity Building,20320728.1,15745991.66
R017,2021,Assistive Technology,Capital,8665129.65,6152817.73
R017,2021,Home Modifications,Capital,1610199.76,965521.72
R017,2022,Assistance with Daily Life,Core,11138725.94,8105040.2
R017,2022,Social & Community Participation,Core,13381057.54,9919075.45
R017,2022,Consumables,Core,2819025.07,2145857.42
R017,2022,Transport,Core,11506799.47,8352962.85
R017,2022,Support Coordination,Capacity Building,12035595.18,7922814.62
R017,2022,Improved Daily Living,Capacity Building,10162082.33,7748294.16
R017,2022,Finding & Keeping a Job,Capacity Building,14139906.17,9176693.88
R017,2022,Improved Health & Wellbeing,Capacity Building,24948157.69,19455647.75
R017,2022,Assistive Technology,Capital,10703500.08,7164115.42
R017,2022,Home Modifications,Capital,2479027.15,1472016.3
R017,2023,Assistance with Daily Life,Core,14605548.32,11108861.49
R017,2023,Social & Community Participation,Core,16872175.8,12910455.14
R017,2023,Consumables,Core,3073948.73,2332260.8
R017,2023,Transport,Core,11867814.99,9455939.75
R017,2023,Support Coordination,Capacity Building,13508497.72,9473574.29
R017,2023,Improved Daily Living,Capacity Building,10116299.16,7674230.95
R017,2023,Finding & Keeping a Job,Capacity Building,20289373.66,13880889.67
R017,2023,Improved Health & Wellbeing,Capacity Building,24035554.23,19556945.35
R017,2023,Assistive Technology,Capital,12350723.94,8723496.57
R017,2023,Home Modifications,Capital,2242593.04,1382693.43
R017,2024,Assistance with Daily Life,Core,14383736.97,11267514.12
R017,2024,Social & Community Participation,Core,21545458.84,17572564.86
R017,2024,Consumables,Core,3259486.74,2596570.71
R017,2024,Transport,Core,14013617.52,11815172.74
R017,2024,Support Coordination,Capacity Building,14124362.11,9934435.89
R017,2024,Improved Daily Living,Capacity Building,10399956.65,8376426.44
R017,2024,Finding & Keeping a Job,Capacity Building,18116225.04,12792018.02
R017,2024,Improved Health & Wellbeing,Capacity Building,25476775.87,19926519.78
R017,2024,Assistive Technology,Capital,10270407.99,7616948.58
R017,2024,Home Modifications,Capital,2835761.43,1916419.87
R018,2020,Assistance with Daily Life,Core,10339445.92,8716504.95
R018,2020,Social & Community Participation,Core,11166507.61,9192778.58
R018,2020,Consumables,Core,2759056.5,2169559.61
R018,2020,Transport,Core,7864112.46,6291242.21
R018,2020,Support Coordination,Capacity Building,13512357.71,10095112.76
R018,2020,Improved Daily Living,Capacity Building,8875914.57,7100308.83
R018,2020,Finding & Keeping a Job,Capacity Building,17098496.35,11589566.39
R018,2020,Improved Health & Wellbeing,Capacity Building,25020887.78,20007103.07
R018,2020,Assistive Technology,Capital,8887383.52,6256346.45
R018,2020,Home Modifications,Capital,2074442.23,1399289.28
R018,2021,Assistance with Daily Life,Core,15521417.52,13682919.91
R018,2021,Social & Community Participation,Core,13323200.98,11841418.43
R018,2021,Consumables,Core,2843789.96,2529299.41
R018,2021,Transport,Core,10156179.57,9004158.72
R018,2021,Support Coordination,Capacity Building,13558901.82,9890979.47
R018,2021,Improved Daily Living,Capacity Building,9907065.76,8445631.58
R018,2021,Finding & Keeping a Job,Capacity Building,19016976.32,13831158.8
R018,2021,Improved Health & Wellbeing,Capacity Building,21566129.47,19153532.58
R018,2021,Assistive Technology,Capital,11926865.85,9187225.67
R018,2021,Home Modifications,Capital,2025459.66,1330082.16
R018,2022,Assistance with Daily Life,Core,15310608.88,13383100.86
R018,2022,Social & Community Participation,Core,17748212.21,14917985.72
R018,2022,Consumables,Core,3007417.12,2624843.76
R018,2022,Transport,Core,11210521.24,9281243.69
R018,2022,Support Coordination,Capacity Building,14773137.52,11572261.18
R018,2022,Improved Daily Living,Capacity Building,10886712.09,9221764.51
R018,2022,Finding & Keeping a Job,Capacity Building,20126492.11,15087754.9
R018,2022,Improved Health & Wellbeing,Capacity Building,26644962.36,21906907.34
R018,2022,Assistive Technology,Capital,12799656.61,9946494.94
R018,2022,Home Modifications,Capital,2221651.41,1466730.42
R018,2023,Assistance with Daily Life,Core,22046548.68,18875010.18
R018,2023,Social & Community Participation,Core,23189332.77,20977294.77
R018,2023,Consumables,Core,4068910.85,3524345.03
R018,2023,Transport,Core,13460615.14,12117936.61
R018,2023,Support Coordination,Capacity Building,17762335.09,14101620.85
R018,2023,Improved Daily Living,Capacity Building,12032040.74,10585392.26
R018,2023,Finding & Keeping a Job,Capacity Building,20688414.1,15601085.19
R018,2023,Improved Health & Wellbeing,Capacity Building,30768521.72,27980663.98
R018,2023,Assistive Technology,Capital,11419651.27,8479718.02
R018,2023,Home Modifications,Capital,3782901.67,2583296.09
R018,2024,Assistance with Daily Life,Core,21188590.79,19346772.35
R018,2024,Social & Community Participation,Core,21068435.1,17588018.34
